ace,pace,ssi,precip,start_year,ensemble_member,count
0.4246617616844095,781.2643493221199,12788.613421705735,4.8867322,1960,1,1
1.3057090793098274,118.95785435580672,42677.14101247053,14.971589599999998,1960,2,1
0.0,0.0,0.0,0.0,1960,3,0
0.9692045041454562,1254.8382218488707,35953.845734255076,7.647051599999999,1960,4,1
0.0,0.0,0.0,0.0,1960,5,0
0.0,0.0,0.0,0.0,1960,6,0
0.0,0.0,0.0,0.0,1960,7,0
0.0,0.0,0.0,0.0,1960,8,0
0.0,0.0,0.0,0.0,1960,9,0
0.0,0.0,0.0,0.0,1961,1,0
0.0,0.0,0.0,0.0,1961,2,0
0.4873454447208122,213.27459196960328,14237.315385435715,9.5378453,1961,3,1
1.9996658853182787,1657.7026247948559,71868.41059263948,19.406778700000004,1961,4,2
0.0,0.0,0.0,0.0,1961,5,0
0.0,0.0,0.0,0.0,1961,6,0
0.0,0.0,0.0,0.0,1961,7,0
0.0,0.0,0.0,0.0,1961,8,0
0.0,0.0,0.0,0.0,1961,9,0
1.363835992845244,118.85489482523103,42638.73583518071,14.304530499999998,1962,1,2
0.8774827672056842,947.0668735226536,30223.228366678202,10.5669401,1962,2,1
0.0,0.0,0.0,0.0,1962,3,0
2.2788856144969176,379.8322113885451,77611.11830661367,23.369558200000004,1962,4,1
1.821161195689394,403.335780604522,56283.54219442269,20.259662499999997,1962,5,1
0.0,0.0,0.0,0.0,1962,6,0
0.0,0.0,0.0,0.0,1962,7,0
0.5133555623796435,615.7317157369239,11973.630583580773,6.099487699999999,1962,8,1
2.8835390709169886,2936.310902073097,96738.75309593671,27.95040341,1962,9,4
0.41538198394960507,781.3493536544213,13383.886018156758,5.4287247,1963,1,1
1.6888411115154771,1941.6844543199409,59823.91177083781,11.21325663,1963,2,2
0.0,0.0,0.0,0.0,1963,3,0
0.0,0.0,0.0,0.0,1963,4,0
0.0,0.0,0.0,0.0,1963,5,0
0.1180966139743732,189.4034424197659,5525.500385037754,1.049772,1963,6,1
0.0,0.0,0.0,0.0,1963,7,0
0.0,0.0,0.0,0.0,1963,8,0
0.0,0.0,0.0,0.0,1963,9,0
0.0,0.0,0.0,0.0,1964,1,0
0.0,0.0,0.0,0.0,1964,2,0
0.0,0.0,0.0,0.0,1964,3,0
0.0,0.0,0.0,0.0,1964,4,0
0.0,0.0,0.0,0.0,1964,5,0
0.0,0.0,0.0,0.0,1964,6,0
1.1194534646641199,450.2957121089935,37095.28903356207,9.855399800000002,1964,7,1
0.0,0.0,0.0,0.0,1964,8,0
0.6021339967158414,1586.1396829992466,19155.403664578334,8.3381273,1964,9,1
0.0,0.0,0.0,0.0,1965,1,0
0.0,0.0,0.0,0.0,1965,2,0
0.0,0.0,0.0,0.0,1965,3,0
0.5232669450290801,284.1896873051355,16900.389298600006,7.695737600000001,1965,4,1
0.0,0.0,0.0,0.0,1965,5,0
2.6836805712353273,1918.2243144315416,108417.0473454107,22.1013612,1965,6,2
0.0,0.0,0.0,0.0,1965,7,0
2.122309606440227,1610.4795015828931,77993.50410570306,20.7786943,1965,8,2
0.0,0.0,0.0,0.0,1965,9,0
0.6515304135794114,213.3672480199929,20585.02568270684,7.3215657,1966,1,1
1.9376438766906277,1468.0715697325606,81498.39781284139,18.5648698,1966,2,1
0.0,0.0,0.0,0.0,1966,3,0
0.0,0.0,0.0,0.0,1966,4,0
0.0,0.0,0.0,0.0,1966,5,0
0.0,0.0,0.0,0.0,1966,6,0
2.2588340831042943,687.5258578949297,81220.43579478891,23.235181170000004,1966,7,2
2.7715485001768094,2533.80318210184,107815.63983541168,32.9259156,1966,8,3
0.0,0.0,0.0,0.0,1966,9,0
0.0,0.0,0.0,0.0,1967,1,0
0.0,0.0,0.0,0.0,1967,2,0
0.5027614934158022,307.901376817785,24599.50388695066,4.9747422,1967,3,1
0.9108332640554596,189.66837643398054,29535.181360075803,7.3634243999999995,1967,4,1
0.36394055373692047,449.8441685008388,11364.717717397645,3.6228138999999997,1967,5,1
2.5480678267822516,4167.016523190225,90287.07487013345,29.283135700000003,1967,6,3
3.1514170746432013,2013.4809012443284,134684.53290377074,30.7481628,1967,7,2
0.0,0.0,0.0,0.0,1967,8,0
0.0,0.0,0.0,0.0,1967,9,0
1.8488103077302034,450.6027664925802,61732.53997345604,21.763212600000003,1968,1,1
1.175204101767659,639.3385919609298,34272.18452917127,2.173564843,1968,2,1
0.3938920346964204,260.5483756216441,9423.680186126341,4.7897731,1968,3,1
0.35194299109562377,118.47503535062278,10484.258258554348,4.2403656,1968,4,1
0.0,0.0,0.0,0.0,1968,5,0
0.0,0.0,0.0,0.0,1968,6,0
3.506056380843923,1113.9573815790209,126520.88159877865,33.7546167,1968,7,2
0.0,0.0,0.0,0.0,1968,8,0
0.0,0.0,0.0,0.0,1968,9,0
0.0,0.0,0.0,0.0,1969,1,0
0.6896157024153167,1964.8687860424814,21656.39687184653,8.6074615,1969,2,1
0.0,0.0,0.0,0.0,1969,3,0
0.0,0.0,0.0,0.0,1969,4,0
0.07421831672477318,236.72677500547653,2752.8471312330903,0.8210142,1969,5,1
0.6034059799044437,497.2763188587825,18255.348742765404,6.0574733,1969,6,2
0.0,0.0,0.0,0.0,1969,7,0
1.3760890081625183,923.8243489100387,49286.024045961465,11.31687003,1969,8,2
0.0,0.0,0.0,0.0,1969,9,0
0.0,0.0,0.0,0.0,1970,1,0
0.0,0.0,0.0,0.0,1970,2,0
0.0,0.0,0.0,0.0,1970,3,0
1.3162989704815802,473.91556944369785,47047.8636846029,16.5712692,1970,4,1
